NIST 800-171,Control Name,Family,Microsoft Product,Workload,Table,KQL
3.14.1,"Identify, report, and correct system flaws",System and Information Integrity,Microsoft Defender for Cloud,Security Recommendations,SecurityRecommendation,"// NIST 3.14.1 - Active Security Recommendations (Flaws)
// Part 0: Analyst-Driven Targeting
let TargetSeverities = dynamic([""High"", ""Medium""]);
// Part 1: Base Filter
SecurityRecommendation
| where RecommendationState == ""Active""
| where RecommendationSeverity has_any (TargetSeverities)
// Part 2: Enrichment
| extend ResourceName = tostring(Properties.resourceName)
| extend IsPreview = tostring(Properties.isPreview)
// Final Output
| project TimeGenerated, RecommendationDisplayName, RecommendationSeverity, ResourceName, Description, RemediationDescription, IsPreview
| sort by RecommendationSeverity asc
| take 50"
3.14.1,"Identify, report, and correct system flaws",System and Information Integrity,Microsoft Defender for Cloud,Regulatory Compliance,SecurityRegulatoryCompliance,"// NIST 3.14.1 - Regulatory Compliance Status (NIST 800-171)
// Part 0: Analyst-Driven Targeting
let TargetStandards = dynamic([""*""]);
let TargetStates = dynamic([""Failed"", ""Unsupported""]);
// Part 1: Base Filter
SecurityRegulatoryCompliance
| where TimeGenerated > ago(1d)
| where State has_any (TargetStates)
| where (RegulatoryComplianceStandardName has_any (TargetStandards) or TargetStandards has ""*"")
// Final Output
| project TimeGenerated, RegulatoryComplianceStandardName, RegulatoryComplianceControlName, State, FailedResources, PassedResources, SkippedResources, Description
| sort by FailedResources desc
| take 50"
3.14.1,"Identify, report, and correct system flaws",System and Information Integrity,Microsoft Defender for Endpoint,Software Inventory,DeviceTvmSoftwareInventory,"// NIST 3.14.1 - Software Inventory with EOL Detection
// Part 0: Analyst-Driven Targeting
let TargetDevices = dynamic([""*""]);
let TargetSoftware = dynamic([""*""]);
// Part 1: Base Filter
DeviceTvmSoftwareInventory
| where Timestamp > ago(1d)
| where (DeviceName has_any (TargetDevices) or TargetDevices has ""*"")
| where (SoftwareName has_any (TargetSoftware) or TargetSoftware has ""*"")
// Part 2: Enrichment
| extend IsEOL = EndOfSupportStatus has ""EOS""
| summarize DeviceCount = dcount(DeviceId) by SoftwareName, SoftwareVersion, SoftwareVendor, IsEOL, EndOfSupportStatus, EndOfSupportDate
// Final Output
| project SoftwareName, SoftwareVersion, SoftwareVendor, DeviceCount, IsEOL, EndOfSupportStatus, EndOfSupportDate
| sort by IsEOL desc, DeviceCount desc
| take 50"
3.14.1,"Identify, report, and correct system flaws",System and Information Integrity,Microsoft Intune,Update Compliance,IntuneDevices,"// NIST 3.14.1 - Device OS Patch Level Assessment
// Part 0: Analyst-Driven Targeting
let TargetOS = dynamic([""*""]);
// Part 1: Base Filter
IntuneDevices
| where TimeGenerated > ago(1d)
| where (OS has_any (TargetOS) or TargetOS has ""*"")
// Part 2: Enrichment
| summarize arg_max(TimeGenerated, *) by DeviceId
| extend DaysSinceContact = datetime_diff('day', now(), LastContact)
// Final Output
| project TimeGenerated, DeviceName, UserName, OS, OSVersion, ComplianceState, LastContact, DaysSinceContact, Model, SerialNumber
| sort by OSVersion asc, DaysSinceContact desc
| take 50"
3.14.1,"Identify, report, and correct system flaws",System and Information Integrity,Azure,Resource Health,AzureActivity,"// NIST 3.14.1 - Azure Resource Health and Remediation Actions
// Part 0: Analyst-Driven Targeting
let TargetOperations = dynamic([""Microsoft.Security/tasks/resolve/action"", ""Microsoft.Security/tasks/dismiss/action"", ""Microsoft.Advisor/recommendations/read""]);
let LookbackDays = 30;
// Part 1: Base Filter
AzureActivity
| where TimeGenerated > ago(LookbackDays * 1d)
| where OperationNameValue has_any (TargetOperations) or CategoryValue == ""Recommendation""
// Final Output
| project TimeGenerated, Caller, OperationNameValue, ResourceGroup, Resource, ActivityStatusValue, Level
| sort by TimeGenerated desc
| take 50"
3.14.2,Provide protection from malicious code,System and Information Integrity,Microsoft Defender for Endpoint,AV Detections,DeviceEvents,"// NIST 3.14.2 - Antivirus Detection Events
// Part 0: Analyst-Driven Targeting
let TargetDevices = dynamic([""*""]);
let TargetActions = dynamic([""AntivirusDetection"", ""AntivirusDetectionActionType"", ""AntivirusEmergencyUpdate""]);
let LookbackDays = 30;
// Part 1: Base Filter
DeviceEvents
| where Timestamp > ago(LookbackDays * 1d)
| where ActionType has_any (TargetActions)
| where (DeviceName has_any (TargetDevices) or TargetDevices has ""*"")
// Part 2: Enrichment
| extend ThreatName = tostring(parse_json(AdditionalFields).ThreatName)
| extend WasRemediated = tostring(parse_json(AdditionalFields).WasRemediated)
// Final Output
| project Timestamp, DeviceName, ActionType, FileName, FolderPath, ThreatName, WasRemediated, AccountName, SHA256
| sort by Timestamp desc
| take 50"
3.14.2,Provide protection from malicious code,System and Information Integrity,Microsoft Defender for Endpoint,Threat Alerts,AlertInfo,"// NIST 3.14.2 - Malware-Related Alert Summary
// Part 0: Analyst-Driven Targeting
let TargetSeverities = dynamic([""High"", ""Medium"", ""Low""]);
let TargetCategories = dynamic([""Malware"", ""Ransomware"", ""Trojan"", ""UnwantedSoftware""]);
let LookbackDays = 30;
// Part 1: Base Filter
AlertInfo
| where Timestamp > ago(LookbackDays * 1d)
| where Severity has_any (TargetSeverities)
| where Category has_any (TargetCategories) or Title has_any (""malware"", ""ransomware"", ""trojan"", ""virus"", ""worm"")
// Final Output
| project Timestamp, AlertId, Title, Severity, Category, AttackTechniques, ServiceSource, DetectionSource
| sort by Timestamp desc
| take 50"
3.14.2,Provide protection from malicious code,System and Information Integrity,Microsoft Defender for Endpoint,Alert Evidence,AlertEvidence,"// NIST 3.14.2 - Alert Evidence Details (IOCs)
// Part 0: Analyst-Driven Targeting
let TargetAlertIds = dynamic([""*""]);
let TargetEntityTypes = dynamic([""File"", ""Process"", ""Ip"", ""Url"", ""Machine""]);
let LookbackDays = 30;
// Part 1: Base Filter
AlertEvidence
| where Timestamp > ago(LookbackDays * 1d)
| where EntityType has_any (TargetEntityTypes)
| where (AlertId has_any (TargetAlertIds) or TargetAlertIds has ""*"")
// Final Output
| project Timestamp, AlertId, EntityType, EvidenceRole, FileName, FolderPath, SHA256, RemoteIP, RemoteUrl, DeviceName, AccountName, ProcessCommandLine
| sort by Timestamp desc
| take 50"
3.14.2,Provide protection from malicious code,System and Information Integrity,Microsoft Sentinel,Security Alerts,SecurityAlert,"// NIST 3.14.2 - Aggregated Security Alerts from All Providers
// Part 0: Analyst-Driven Targeting
let TargetSeverities = dynamic([""High"", ""Medium""]);
let TargetProviders = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
SecurityAlert
| where TimeGenerated > ago(LookbackDays * 1d)
| where AlertSeverity has_any (TargetSeverities)
| where (ProviderName has_any (TargetProviders) or TargetProviders has ""*"")
// Part 2: Enrichment
| extend EntityCount = arraylength(parse_json(Entities))
// Final Output
| project TimeGenerated, AlertName, AlertSeverity, Description, ProviderName, ProductName, Status, EntityCount, Tactics, Techniques, RemediationSteps
| sort by TimeGenerated desc
| take 50"
3.14.2,Provide protection from malicious code,System and Information Integrity,Microsoft Sentinel,Security Incidents,SecurityIncident,"// NIST 3.14.2 - Security Incident Tracking
// Part 0: Analyst-Driven Targeting
let TargetSeverities = dynamic([""High"", ""Medium""]);
let TargetStatuses = dynamic([""New"", ""Active""]);
let LookbackDays = 30;
// Part 1: Base Filter
SecurityIncident
| where TimeGenerated > ago(LookbackDays * 1d)
| where Severity has_any (TargetSeverities)
| where Status has_any (TargetStatuses)
// Part 2: Enrichment
| extend AlertCount = arraylength(parse_json(AlertIds))
// Final Output
| project TimeGenerated, IncidentNumber, Title, Severity, Status, Classification, Owner, AlertCount, ProviderName, CreatedTime, ClosedTime
| sort by TimeGenerated desc
| take 50"
3.14.2,Provide protection from malicious code,System and Information Integrity,Microsoft Defender for Office 365,Email Threats,EmailEvents,"// NIST 3.14.2 - Malicious Email Detection Summary
// Part 0: Analyst-Driven Targeting
let TargetRecipients = dynamic([""*""]);
let LookbackDays = 7;
// Part 1: Base Filter
EmailEvents
| where Timestamp > ago(LookbackDays * 1d)
| where DetectionMethods != ""{}""
| where (RecipientEmailAddress has_any (TargetRecipients) or TargetRecipients has ""*"")
// Part 2: Enrichment
| extend Methods = parse_json(DetectionMethods)
| extend HasPhish = tostring(Methods.Phish) != ""[]"" and isnotempty(tostring(Methods.Phish))
| extend HasMalware = tostring(Methods.Malware) != ""[]"" and isnotempty(tostring(Methods.Malware))
// Final Output
| project Timestamp, SenderFromAddress, RecipientEmailAddress, Subject, DeliveryAction, DeliveryLocation, DetectionMethods, ThreatTypes, HasPhish, HasMalware
| sort by Timestamp desc
| take 50"
3.14.2,Provide protection from malicious code,System and Information Integrity,Microsoft Defender for Office 365,Email Attachments,EmailAttachmentInfo,"// NIST 3.14.2 - Malicious Email Attachment Analysis
// Part 0: Analyst-Driven Targeting
let TargetFileTypes = dynamic(["".exe"", "".dll"", "".ps1"", "".vbs"", "".js"", "".bat"", "".cmd"", "".scr"", "".hta"", "".iso"", "".img""]);
let LookbackDays = 7;
// Part 1: Base Filter
EmailAttachmentInfo
| where Timestamp > ago(LookbackDays * 1d)
// Part 2: Enrichment
| extend FileExtension = tostring(split(FileName, ""."")[-1])
| extend IsSuspiciousType = strcat(""."", FileExtension) has_any (TargetFileTypes)
// Final Output
| project Timestamp, NetworkMessageId, SenderFromAddress, RecipientEmailAddress, FileName, FileExtension, FileType, SHA256, IsSuspiciousType, DetectionMethods, ThreatTypes
| sort by Timestamp desc
| take 50"
3.14.2,Provide protection from malicious code,System and Information Integrity,Microsoft Defender for Office 365,Email URLs,EmailUrlInfo,"// NIST 3.14.2 - Malicious URL Analysis in Email
// Part 0: Analyst-Driven Targeting
let TargetDomains = dynamic([""*""]);
let LookbackDays = 7;
// Part 1: Base Filter
EmailUrlInfo
| where Timestamp > ago(LookbackDays * 1d)
// Part 2: Enrichment
| extend UrlDomain = tostring(parse_url(Url).Host)
| where (UrlDomain has_any (TargetDomains) or TargetDomains has ""*"")
// Final Output
| project Timestamp, NetworkMessageId, Url, UrlDomain, UrlLocation
| sort by Timestamp desc
| take 50"
3.14.2,Provide protection from malicious code,System and Information Integrity,Microsoft Defender for Office 365,Post-Delivery Actions,EmailPostDeliveryEvents,"// NIST 3.14.2 - Post-Delivery Email Remediation (ZAP)
// Part 0: Analyst-Driven Targeting
let TargetActions = dynamic([""ZAP"", ""Manual Remediation"", ""Dynamic Delivery""]);
let LookbackDays = 7;
// Part 1: Base Filter
EmailPostDeliveryEvents
| where Timestamp > ago(LookbackDays * 1d)
| where ActionType has_any (TargetActions)
// Final Output
| project Timestamp, NetworkMessageId, RecipientEmailAddress, ActionType, ActionResult, ActionTrigger, DeliveryLocation
| sort by Timestamp desc
| take 50"
3.14.2,Provide protection from malicious code,System and Information Integrity,Microsoft Defender for Endpoint,File Creation,DeviceFileEvents,"// NIST 3.14.2 - Suspicious File Creation Events
// Part 0: Analyst-Driven Targeting
let TargetDevices = dynamic([""*""]);
let SuspiciousExtensions = dynamic(["".exe"", "".dll"", "".ps1"", "".vbs"", "".js"", "".bat"", "".cmd"", "".scr"", "".hta""]);
let SuspiciousPaths = dynamic([""\\temp\\"", ""\\appdata\\local\\temp"", ""\\downloads\\"", ""\\public\\""]);
let LookbackDays = 7;
// Part 1: Base Filter
DeviceFileEvents
| where Timestamp > ago(LookbackDays * 1d)
| where ActionType == ""FileCreated""
| where (DeviceName has_any (TargetDevices) or TargetDevices has ""*"")
// Part 2: Enrichment
| extend FileExtension = tostring(split(FileName, ""."")[-1])
| where strcat(""."", FileExtension) has_any (SuspiciousExtensions) and FolderPath has_any (SuspiciousPaths)
// Final Output
| project Timestamp, DeviceName, FileName, FolderPath, FileExtension, SHA256, InitiatingProcessFileName, InitiatingProcessCommandLine, AccountName
| sort by Timestamp desc
| take 50"
3.14.2,Provide protection from malicious code,System and Information Integrity,Microsoft Sentinel,Threat Intelligence,ThreatIntelligenceIndicator,"// NIST 3.14.2 - Active Threat Intelligence IOC Matches
// Part 0: Analyst-Driven Targeting
let TargetThreatTypes = dynamic([""*""]);
let TargetSources = dynamic([""*""]);
// Part 1: Base Filter
ThreatIntelligenceIndicator
| where TimeGenerated > ago(30d)
| where Active == true
| where ExpirationDateTime > now()
| where (ThreatType has_any (TargetThreatTypes) or TargetThreatTypes has ""*"")
| where (SourceSystem has_any (TargetSources) or TargetSources has ""*"")
// Final Output
| project TimeGenerated, ThreatType, IndicatorId, NetworkIP, NetworkSourceIP, NetworkDestinationIP, Url, FileHashValue, DomainName, Description, ConfidenceScore, ExpirationDateTime, SourceSystem
| sort by ConfidenceScore desc
| take 50"
3.14.5,Perform scans and real-time protection,System and Information Integrity,Microsoft Defender for Endpoint,AV Scan Events,DeviceEvents,"// NIST 3.14.5 - AV Scan Completion and Real-Time Protection Events
// Part 0: Analyst-Driven Targeting
let TargetDevices = dynamic([""*""]);
let ScanActionTypes = dynamic([""AntivirusScanCompleted"", ""AntivirusScanCancelled"", ""AntivirusDetection""]);
let LookbackDays = 30;
// Part 1: Base Filter
DeviceEvents
| where Timestamp > ago(LookbackDays * 1d)
| where ActionType has_any (ScanActionTypes)
| where (DeviceName has_any (TargetDevices) or TargetDevices has ""*"")
// Part 2: Enrichment
| extend ScanType = tostring(parse_json(AdditionalFields).ScanType)
| extend ThreatName = tostring(parse_json(AdditionalFields).ThreatName)
// Final Output
| project Timestamp, DeviceName, ActionType, ScanType, ThreatName, FileName, FolderPath, AccountName
| sort by Timestamp desc
| take 50"
3.14.5,Perform scans and real-time protection,System and Information Integrity,Microsoft Defender for Endpoint,Protection Config,DeviceTvmSecureConfigurationAssessment,"// NIST 3.14.5 - AV and Protection Configuration Compliance
// Part 0: Analyst-Driven Targeting
let TargetDevices = dynamic([""*""]);
let AVConfigs = dynamic([""scid-2000"", ""scid-2001"", ""scid-2002"", ""scid-2010"", ""scid-2011"", ""scid-2012"", ""scid-91""]);
// Part 1: Base Filter
DeviceTvmSecureConfigurationAssessment
| where Timestamp > ago(1d)
| where (DeviceName has_any (TargetDevices) or TargetDevices has ""*"")
| where ConfigurationId has_any (AVConfigs) or ConfigurationSubcategory has_any (""Antivirus"", ""CloudProtection"", ""RealTimeProtection"")
// Part 2: Enrichment
| summarize arg_max(Timestamp, *) by DeviceId, ConfigurationId
// Final Output
| project Timestamp, DeviceName, DeviceId, ConfigurationId, ConfigurationSubcategory, IsCompliant, IsApplicable
| sort by IsCompliant asc, DeviceName asc
| take 50"
3.14.5,Perform scans and real-time protection,System and Information Integrity,Microsoft Defender for Endpoint,Vulnerability Scan,DeviceTvmSoftwareVulnerabilities,"// NIST 3.14.5 - Periodic Vulnerability Scan Coverage
// Part 0: Analyst-Driven Targeting
let TargetDevices = dynamic([""*""]);
// Part 1: Base Filter
DeviceTvmSoftwareVulnerabilities
| where Timestamp > ago(1d)
| where (DeviceName has_any (TargetDevices) or TargetDevices has ""*"")
// Part 2: Enrichment
| summarize
    TotalVulns = count(),
    CriticalCount = countif(VulnerabilitySeverityLevel == ""Critical""),
    HighCount = countif(VulnerabilitySeverityLevel == ""High""),
    MediumCount = countif(VulnerabilitySeverityLevel == ""Medium""),
    UniqueSoftware = dcount(SoftwareName)
  by DeviceName, DeviceId
// Final Output
| project DeviceName, DeviceId, TotalVulns, CriticalCount, HighCount, MediumCount, UniqueSoftware
| sort by TotalVulns desc
| take 50"
3.14.5,Perform scans and real-time protection,System and Information Integrity,Microsoft Defender for Endpoint,Device Health,DeviceInfo,"// NIST 3.14.5 - Device Sensor Health and Scan Readiness
// Part 0: Analyst-Driven Targeting
let TargetDevices = dynamic([""*""]);
let TargetOS = dynamic([""*""]);
// Part 1: Base Filter
DeviceInfo
| where Timestamp > ago(1d)
| where (DeviceName has_any (TargetDevices) or TargetDevices has ""*"")
| where (OSPlatform has_any (TargetOS) or TargetOS has ""*"")
// Part 2: Enrichment
| summarize arg_max(Timestamp, *) by DeviceId
| extend DaysSinceLastSeen = datetime_diff('day', now(), Timestamp)
// Final Output
| project Timestamp, DeviceName, DeviceId, OSPlatform, OSVersion, OnboardingStatus, SensorHealthState, DaysSinceLastSeen, ExposureLevel, RiskScore, MachineGroup, IsInternetFacing
| sort by SensorHealthState asc, DaysSinceLastSeen desc
| take 50"
3.14.5,Perform scans and real-time protection,System and Information Integrity,Microsoft Defender for Cloud,Cloud Scan Findings,SecurityRecommendation,"// NIST 3.14.5 - Cloud Workload Scan Findings
// Part 0: Analyst-Driven Targeting
let TargetSeverities = dynamic([""High"", ""Medium""]);
let TargetKeywords = dynamic([""vulnerability"", ""antimalware"", ""endpoint protection"", ""scan"", ""update"", ""patch""]);
// Part 1: Base Filter
SecurityRecommendation
| where RecommendationState == ""Active""
| where RecommendationSeverity has_any (TargetSeverities)
| where RecommendationDisplayName has_any (TargetKeywords) or Description has_any (TargetKeywords)
// Final Output
| project TimeGenerated, RecommendationDisplayName, RecommendationSeverity, RecommendationState, Description, RemediationDescription
| sort by RecommendationSeverity asc
| take 50"
3.14.5,Perform scans and real-time protection,System and Information Integrity,Microsoft Defender for Cloud,Posture Assessment,SecureScoreControls,"// NIST 3.14.5 - Secure Score Controls for Scan Coverage
// Part 0: Analyst-Driven Targeting
let TargetControls = dynamic([""*""]);
// Part 1: Base Filter
SecureScoreControls
| where TimeGenerated > ago(1d)
| where (ControlName has_any (TargetControls) or TargetControls has ""*"")
// Part 2: Enrichment
| extend CompletionPercentage = round(100.0 * CurrentScore / MaxScore, 1)
// Final Output
| project TimeGenerated, ControlName, CurrentScore, MaxScore, CompletionPercentage, HealthyResourceCount, UnhealthyResourceCount, NotApplicableResourceCount
| sort by CompletionPercentage asc
| take 50"
3.14.5,Perform scans and real-time protection,System and Information Integrity,Microsoft Intune,Compliance Scans,IntuneDevices,"// NIST 3.14.5 - Device Compliance Scan Status
// Part 0: Analyst-Driven Targeting
let TargetOS = dynamic([""*""]);
let TargetCompliance = dynamic([""Noncompliant"", ""InGracePeriod"", ""Unknown"", ""Compliant""]);
// Part 1: Base Filter
IntuneDevices
| where TimeGenerated > ago(1d)
| where (OS has_any (TargetOS) or TargetOS has ""*"")
| where ComplianceState has_any (TargetCompliance)
// Part 2: Enrichment
| summarize arg_max(TimeGenerated, *) by DeviceId
| summarize
    TotalDevices = count(),
    Compliant = countif(ComplianceState == ""Compliant""),
    NonCompliant = countif(ComplianceState == ""Noncompliant""),
    InGrace = countif(ComplianceState == ""InGracePeriod""),
    Unknown = countif(ComplianceState == ""Unknown"")
  by OS
// Final Output
| project OS, TotalDevices, Compliant, NonCompliant, InGrace, Unknown, ComplianceRate = round(100.0 * Compliant / TotalDevices, 1)
| sort by ComplianceRate asc
| take 50"
3.5.1,Identify system users,Identification and Authentication,Entra ID,Identity Store,SigninLogs,"// NIST 3.5.1 - User Identification via Sign-In Patterns
// Part 0: Analyst-Driven Targeting
let TargetUsers = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
SigninLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where (UserPrincipalName has_any (TargetUsers) or TargetUsers has ""*"")
// Part 2: Enrichment
| summarize
    FirstSeen = min(TimeGenerated),
    LastSeen = max(TimeGenerated),
    SignInCount = count(),
    UniqueApps = dcount(AppDisplayName),
    UniqueIPs = dcount(IPAddress),
    SuccessCount = countif(ResultType == ""0""),
    FailureCount = countif(ResultType != ""0"")
  by UserPrincipalName, UserType
// Final Output
| project UserPrincipalName, UserType, FirstSeen, LastSeen, SignInCount, SuccessCount, FailureCount, UniqueApps, UniqueIPs
| sort by SignInCount desc
| take 50"
3.5.1,Identify system users,Identification and Authentication,Microsoft Sentinel,Identity Enrichment,IdentityInfo,"// NIST 3.5.1 - Full Identity Store Inventory
// Part 0: Analyst-Driven Targeting
let TargetDepartments = dynamic([""*""]);
let TargetCountries = dynamic([""*""]);
// Part 1: Base Filter
IdentityInfo
| where TimeGenerated > ago(14d)
| where (Department has_any (TargetDepartments) or TargetDepartments has ""*"")
| where (Country has_any (TargetCountries) or TargetCountries has ""*"")
// Part 2: Enrichment
| summarize arg_max(TimeGenerated, *) by AccountUPN
// Final Output
| project TimeGenerated, AccountUPN, AccountDisplayName, Department, JobTitle, Manager, City, Country, AccountEnabled = IsAccountEnabled, AccountCreationTime, RiskLevel, RiskState, GroupMembership, AssignedRoles
| sort by AccountUPN asc
| take 50"
3.5.1,Identify system users,Identification and Authentication,Entra ID,Provisioning,AADProvisioningLogs,"// NIST 3.5.1 - User Provisioning/Deprovisioning Activity
// Part 0: Analyst-Driven Targeting
let TargetSystems = dynamic([""*""]);
let TargetActions = dynamic([""Create"", ""Update"", ""Delete"", ""Disable""]);
let LookbackDays = 30;
// Part 1: Base Filter
AADProvisioningLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where Action has_any (TargetActions)
| where (TargetSystem has_any (TargetSystems) or TargetSystems has ""*"")
// Part 2: Enrichment
| extend SourceId = tostring(SourceIdentity.Name)
| extend TargetId = tostring(TargetIdentity.Name)
// Final Output
| project TimeGenerated, Action, SourceId, TargetId, SourceSystem, TargetSystem, ResultType, StatusInfo
| sort by TimeGenerated desc
| take 50"
3.5.1,Identify system users,Identification and Authentication,Windows,AD Authentication,SecurityEvent,"// NIST 3.5.1 - Windows Account Identification Events
// Part 0: Analyst-Driven Targeting
let TargetComputers = dynamic([""*""]);
let TargetAccounts = dynamic([""*""]);
let EventIDs = dynamic([4720, 4722, 4723, 4724, 4725, 4726, 4738, 4740, 4767]);
let LookbackDays = 30;
// Part 1: Base Filter
SecurityEvent
| where TimeGenerated > ago(LookbackDays * 1d)
| where EventID in (EventIDs)
| where (Computer has_any (TargetComputers) or TargetComputers has ""*"")
| where (TargetAccount has_any (TargetAccounts) or TargetAccounts has ""*"")
// Final Output
| project TimeGenerated, Computer, EventID, Activity, TargetAccount, SubjectAccount, IpAddress
| sort by TimeGenerated desc
| take 50"
3.5.1,Identify system users,Identification and Authentication,Microsoft Defender for Identity,AD Logon,IdentityLogonEvents,"// NIST 3.5.1 - On-Prem Identity Logon Summary
// Part 0: Analyst-Driven Targeting
let TargetAccounts = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
IdentityLogonEvents
| where Timestamp > ago(LookbackDays * 1d)
| where (AccountUpn has_any (TargetAccounts) or TargetAccounts has ""*"")
// Part 2: Enrichment
| summarize
    LogonCount = count(),
    FailedLogons = countif(ActionType == ""LogonFailed""),
    UniqueDevices = dcount(DeviceName),
    Protocols = make_set(Protocol)
  by AccountUpn, AccountDisplayName
// Final Output
| project AccountUpn, AccountDisplayName, LogonCount, FailedLogons, UniqueDevices, Protocols
| sort by LogonCount desc
| take 50"
3.5.1,Identify system users,Identification and Authentication,Entra ID,Identity Governance,AuditLogs,"// NIST 3.5.1 - Access Review and Entitlement Changes
// Part 0: Analyst-Driven Targeting
let TargetOperations = dynamic([""Add member to role"", ""Remove member from role"", ""Add eligible member to role"", ""Add user"", ""Delete user"", ""Update user""]);
let LookbackDays = 30;
// Part 1: Base Filter
AuditLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where OperationName has_any (TargetOperations)
// Part 2: Enrichment
| extend InitiatedBy_User = tostring(InitiatedBy.user.userPrincipalName)
| extend InitiatedBy_App = tostring(InitiatedBy.app.displayName)
| extend Target = tostring(TargetResources[0].userPrincipalName)
| extend TargetRole = tostring(TargetResources[0].displayName)
// Final Output
| project TimeGenerated, OperationName, InitiatedBy_User, InitiatedBy_App, Target, TargetRole, Result
| sort by TimeGenerated desc
| take 50"
3.5.1,Identify system users,Identification and Authentication,Entra ID,ADFS,ADFSSignInLogs,"// NIST 3.5.1 - ADFS Federated Identity Sign-Ins
// Part 0: Analyst-Driven Targeting
let TargetUsers = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
ADFSSignInLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where (UserPrincipalName has_any (TargetUsers) or TargetUsers has ""*"")
// Part 2: Enrichment
| extend AuthMethod = tostring(AuthenticationDetails)
// Final Output
| project TimeGenerated, UserPrincipalName, AppDisplayName, ResourceDisplayName, ResultType, ResultDescription, IPAddress, TokenIssuerType, AuthMethod
| sort by TimeGenerated desc
| take 50"
3.5.2,Authenticate identities,Identification and Authentication,Entra ID,MFA Enforcement,SigninLogs,"// NIST 3.5.2 - MFA Enforcement and Authentication Method Analysis
// Part 0: Analyst-Driven Targeting
let TargetUsers = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
SigninLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where (UserPrincipalName has_any (TargetUsers) or TargetUsers has ""*"")
// Part 2: Enrichment
| extend AuthDetail = parse_json(AuthenticationDetails)
| mv-expand AuthDetail
| extend AuthMethod = tostring(AuthDetail.authenticationMethod)
| extend AuthStepResult = tostring(AuthDetail.authenticationStepResultDetail)
| extend AuthStepReq = tostring(AuthDetail.authenticationStepRequirement)
| extend IsMFA = AuthenticationRequirement == ""multiFactorAuthentication""
// Final Output
| project TimeGenerated, UserPrincipalName, AppDisplayName, AuthMethod, AuthStepResult, AuthStepReq, IsMFA, AuthenticationRequirement, ConditionalAccessStatus, ResultType
| sort by TimeGenerated desc
| take 50"
3.5.2,Authenticate identities,Identification and Authentication,Entra ID,Auth Methods Policy,AuditLogs,"// NIST 3.5.2 - MFA Registration and Auth Method Changes
// Part 0: Analyst-Driven Targeting
let TargetOperations = dynamic([""User registered security info"", ""User deleted security info"", ""User registered all required security info"", ""Admin registered security info"", ""User started security info registration""]);
let LookbackDays = 30;
// Part 1: Base Filter
AuditLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where OperationName has_any (TargetOperations)
// Part 2: Enrichment
| extend InitiatedBy_User = tostring(InitiatedBy.user.userPrincipalName)
| extend Target = tostring(TargetResources[0].userPrincipalName)
| extend MethodRegistered = tostring(TargetResources[0].modifiedProperties)
// Final Output
| project TimeGenerated, OperationName, InitiatedBy_User, Target, MethodRegistered, Result
| sort by TimeGenerated desc
| take 50"
3.5.2,Authenticate identities,Identification and Authentication,Entra ID,Non-Interactive Auth,AADNonInteractiveUserSignInLogs,"// NIST 3.5.2 - Non-Interactive Auth Gap (Single Factor Risk)
// Part 0: Analyst-Driven Targeting
let TargetUsers = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
AADNonInteractiveUserSignInLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where AuthenticationRequirement == ""singleFactorAuthentication""
| where ResultType == ""0""
| where (UserPrincipalName has_any (TargetUsers) or TargetUsers has ""*"")
// Part 2: Enrichment
| summarize
    SingleFactorCount = count(),
    UniqueApps = dcount(AppDisplayName),
    Apps = make_set(AppDisplayName, 10)
  by UserPrincipalName
// Final Output
| project UserPrincipalName, SingleFactorCount, UniqueApps, Apps
| sort by SingleFactorCount desc
| take 50"
3.5.2,Authenticate identities,Identification and Authentication,Entra ID,Conditional Access MFA,SigninLogs,"// NIST 3.5.2 - CA Policy MFA Gaps (Bypassed or Not Applied)
// Part 0: Analyst-Driven Targeting
let TargetUsers = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
SigninLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where ResultType == ""0""
| where AuthenticationRequirement == ""singleFactorAuthentication""
| where (UserPrincipalName has_any (TargetUsers) or TargetUsers has ""*"")
// Part 2: Enrichment
| extend CA_Evaluated = ConditionalAccessPolicies != ""[]""
| summarize
    BypassCount = count(),
    UniqueApps = make_set(AppDisplayName, 10),
    UniqueIPs = dcount(IPAddress)
  by UserPrincipalName, CA_Evaluated
// Final Output
| project UserPrincipalName, CA_Evaluated, BypassCount, UniqueApps, UniqueIPs
| sort by BypassCount desc
| take 50"
